question,example_answer,pred_answer,answer_exact_match,rationale
"When the schools were opened for the new year, Hendrix's class had 20 new students. However, at the end of the school year, 1/3 of the students in Hendrix class had transferred to other schools. If the number of students that were in Hendrix's class before 20 new students joined was 160, calculate the number of students that were in the class at the end of the year.",120,120,True,"The correct calculation is as follows:
Before the 20 new students joined, the total number of students in Hendrix's class was 160. When the 20 new students joined, the total number became 160 + 20 = 180. If 1/3 of the students transferred out at the end of the year, then (1/3) * 180 = 60 students transferred out. The number of students remaining at the end of the year is 180 - 60 = 120."
"Michelangelo has 28 ceilings to paint. This week, he paints 12 of them. Next week, he will paint 1/4 the number of ceilings he did this week. How many ceilings will be left to paint after next week?",13,13,True,"The correct way to approach this problem is to first calculate the number of ceilings Michelangelo will have left to paint after next week. 
After painting 12 ceilings this week, he will have 28 - 12 = 16 ceilings left to paint. 
Next week, he will paint 1/4 of the number of ceilings he did this week, which is 1/4 * 12 = 3 ceilings. 
Therefore, after next week, Michelangelo will have 16 - 3 = 13 ceilings left to paint."
"Michael is baking a cake and needs 6 cups of flour. The only measuring cup he has is the 1/4 cup. He has an 8 cup bag of flour and realizes it would be faster to measure the flour he doesn't need, take it out of the bag, and then dump the rest of the bag into the bowl. How many scoops should he remove?",8,8,True,"To determine the number of scoops Michael should remove, we first calculate the excess flour in the 8-cup bag. Since he only needs 6 cups of flour, the excess is 8 cups - 6 cups = 2 cups. As each scoop is 1/4 cup, the number of scoops he should remove is 2 cups / (1/4 cup) = 8 scoops."
John uses the bathroom every 50 minutes.  How many times does he use the bathroom during a 2.5-hour movie?,3,3,True,"To calculate how many times John uses the bathroom during a 2.5-hour movie, we first convert the movie duration to minutes. Since 1 hour is equivalent to 60 minutes, 2.5 hours is 2.5 * 60 = 150 minutes. Then, we divide the total time by the time interval John uses the bathroom: 150 minutes / 50 minutes = 3 times."
"There are 55 people at the track meet. 30 of them are boys, and the rest are girls. Three fifths of the girls have long hair, and the rest have short hair. How many girls have short hair?",10,10,True,"Given that there are 55 people at the track meet, and 30 of them are boys, the number of girls is 55 - 30 = 25. 
Three-fifths of the girls have long hair, which means 2 out of 5 girls have long hair. Therefore, the number of girls with long hair is \( \frac{3}{5} \times 25 = 15 \). This also means that the number of girls with short hair is 25 - 15 = 10."
"Paddington has 40 more goats than Washington. If Washington has 140 goats, how many goats do they have in total?",320,320,True,"If Washington has 140 goats and Paddington has 40 more goats than Washington, then Paddington has 140 + 40 = 180 goats. Therefore, the total number of goats they have together is 140 (Washington's goats) + 180 (Paddington's goats) = 320 goats."
Queenie earns $150 a day as a part-time clerk. She earns an additional $5 per hour as overtime pay. How much will Queenie receive for working 5 days with 4 hours overtime?,770,850,False,"To calculate Queenie's total earnings, we first find the regular earnings for working 5 days, which is $150/day * 5 days = $750. 
Next, we calculate the overtime earnings for working 4 hours each day for 5 days, which is $5/hour * 4 hours/day * 5 days = $100.
Therefore, the total amount Queenie will receive for working 5 days with 4 hours of overtime each day is $750 (regular earnings) + $100 (overtime earnings) = $850."
Cassie is an athletic person and tries to drink at least 12 cups of water a day to stay hydrated while being active. Her water bottle holds 16 ounces. There are 8 ounces of water in a cup. How many times does Cassie have to refill her water bottle a day to make sure she drinks 12 cups?,6,6,True,"To determine how many times Cassie needs to refill her water bottle, we first convert the number of cups she needs to drink into ounces. Since there are 8 ounces in a cup, 12 cups would be 12 * 8 = 96 ounces. Knowing that her water bottle holds 16 ounces, Cassie would need to refill it 96 / 16 = 6 times a day to drink the required 12 cups of water."
"In seven years, Talia will be 20 years old.  Talia's mom is currently three times as old as Talia is today.  In three years, Talia's father will be the same age as Talia's mom is today.  Currently, how many years old is Talia's father?",36,6,False,"Let's denote Talia's current age as T. 
From the information provided, we know that in seven years, Talia will be 20 years old, so T + 7 = 20. This implies that Talia is currently 20 - 7 = 13 years old.
Talia's mom is currently three times as old as Talia, so her mom is 3T years old. 
In three years, Talia's father will be the same age as Talia's mom is today, which means that T + 3 = 3T. Solving this equation gives T = 6, which means Talia's father is currently 6 years old."
"Wendy is a fruit vendor, and she sells an apple at $1.50 each and one orange at $1.  In the morning, she was able to sell an average of 40 apples and 30 oranges. In the afternoon, she was able to sell 50 apples and 40 oranges. How much are her total sales for the day?",205,205,True,"To calculate Wendy's total sales for the day, we first find the total sales from selling apples and oranges separately:
- In the morning: Wendy sold 40 apples at $1.50 each, which amounts to 40 * $1.50 = $60 from apples. She also sold 30 oranges at $1 each, which amounts to 30 * $1 = $30 from oranges. The total sales in the morning are $60 + $30 = $90.
- In the afternoon: Wendy sold 50 apples at $1.50 each, which amounts to 50 * $1.50 = $75 from apples. She also sold 40 oranges at $1 each, which amounts to 40 * $1 = $40 from oranges. The total sales in the afternoon are $75 + $40 = $115.
Therefore, the total sales for the day are $90 (morning) + $115 (afternoon) = $205."
"In four years, Suzy will be twice Mary's age then. If Suzy is 20 now, how old is Mary?",8,8,True,"If Suzy is currently 20 years old and in four years she will be twice Mary's age at that time, we can set up the equation: 20 + 4 = 2(Mary's age + 4). Solving this equation, we find Mary's age to be 8 years old."
"Lard decides to share a pizza with his friend Jelly.  He takes a whole, uncut pepperoni pizza and cuts it in half.  He then cuts these halves in half and gives one of the slices to Jelly.  Assuming the pizza started with 40 evenly spread slices of pepperoni, how many slices of it are on the slice Lard gives Jelly if 1 of them falls off the slice when Lard picks it up?",9,9,True,"Initially, the whole pizza has 40 slices of pepperoni. When Lard cuts the pizza in half, he has 2 halves with 20 slices each. Then, cutting these halves in half gives him 4 quarters, each with 10 slices. When Lard gives Jelly one of these slices, 1 slice falls off. Therefore, the slice Lard gives Jelly has 10 - 1 = 9 slices of pepperoni."
"Lionel went to the grocery store and bought 14 boxes of Graham crackers and 15 packets of Oreos. To make an Oreo cheesecake, Lionel needs 2 boxes of Graham crackers and 3 packets of Oreos. After making the maximum number of Oreo cheesecakes he can with the ingredients he bought, how many boxes of Graham crackers would he have left over?",4,4,True,"To determine how many Oreo cheesecakes Lionel can make, we need to find the limiting ingredient, which is the ingredient he has the least of in comparison to the recipe requirements. 
Lionel has 14 boxes of Graham crackers, and each cheesecake requires 2 boxes. Therefore, he can make a maximum of 14 / 2 = 7 cheesecakes with the Graham crackers.
He has 15 packets of Oreos, and each cheesecake requires 3 packets. Hence, he can make a maximum of 15 / 3 = 5 cheesecakes with the Oreos.
Since Lionel can only make 5 cheesecakes due to the Oreos being the limiting ingredient, he will use 5 * 2 = 10 boxes of Graham crackers. This leaves him with 14 - 10 = 4 boxes of Graham crackers leftover."
"Mark has 30 candies, Peter has 25 candies, and John has 35 candies. They decided to combine their candies together and share them equally. How many candies will each one of them have?",30,30,True,"To determine how many candies each of them will have after combining and sharing equally, we first calculate the total number of candies they have: 30 (Mark) + 25 (Peter) + 35 (John) = 90 candies in total. Since they have a total of 90 candies and there are 3 people sharing them equally, each person will have \( \frac{90}{3} = 30 \) candies."
